First_pokemon,First_Name,Second_pokemon,Second_Name,Winner,Winner_Name
481,Purugly,309,Masquerain,481,Purugly
4,Mega Venusaur,3,Venusaur,3,Venusaur
396,Snorunt,672,Axew,672,Axew
228,Qwilfish,678,Shelmet,228,Qwilfish
656,Alomomola,212,Espeon,212,Espeon
396,Snorunt,514,Magnezone,514,Magnezone
289,Wurmple,439,Piplup,439,Piplup
422,Kyogre,798,Hoopa Confined,798,Hoopa Confined
283,Swampert,251,Phanpy,283,Swampert
162,Dragonite,626,Tirtouga,162,Dragonite
282,Marshtomp,524,Gliscor,524,Gliscor
758,Malamar,769,Amaura,758,Malamar
254,Stantler,229,Scizor,254,Stantler
539,Mesprit,15,Metapod,539,Mesprit
536,Fan Rotom,50,Gloom,536,Fan Rotom
696,Zweilous,467,Floatzel,467,Floatzel
623,Sigilyph,508,Lumineon,623,Sigilyph
162,Dragonite,267,Pupitar,162,Dragonite
649,Emolga,572,Simisage,649,Emolga
561,Oshawott,366,Altaria,366,Altaria
160,Dratini,424,Groudon,424,Groudon
604,Venipede,67,Poliwhirl,67,Poliwhirl
487,Bonsly,285,Poochyena,285,Poochyena
670,Lampent,130,Staryu,130,Staryu
431,Deoxys Defense Forme,499,Mega Lucario,499,Mega Lucario
528,Mega Gallade,252,Donphan,528,Mega Gallade
338,Electrike,218,Wobbuffet,338,Electrike
126,Horsea,260,Magby,260,Magby
143,Lapras,566,Lillipup,143,Lapras
274,Grovyle,29,Ekans,274,Grovyle
39,Nidorino,220,Pineco,39,Nidorino
418,Latias,569,Purrloin,418,Latias
643,Swanna,401,Walrein,643,Swanna
222,Dunsparce,610,Lilligant,610,Lilligant
37,Nidoqueen,297,Seedot,37,Nidoqueen
213,Umbreon,2,Ivysaur,213,Umbreon
707,Reshiram,204,Skiploom,707,Reshiram
286,Mightyena,428,Jirachi,428,Jirachi
549,Manaphy,649,Emolga,649,Emolga
595,Conkeldurr,9,Mega Charizard Y,9,Mega Charizard Y
540,Azelf,422,Kyogre,540,Azelf
390,Dusclops,489,Happiny,489,Happiny
558,Tepig,527,Gallade,527,Gallade
729,Diggersby,670,Lampent,670,Lampent
54,Venonat,51,Vileplume,51,Vileplume
511,Abomasnow,407,Bagon,511,Abomasnow
134,Jynx,780,Trevenant,134,Jynx
701,Terrakion,703,Tornadus Incarnate Forme,703,Tornadus Incarnate Forme
486,Bronzong,36,Nidorina,36,Nidorina
515,Lickilicky,81,Geodude,515,Lickilicky
340,Mega Manectric,763,Clauncher,340,Mega Manectric
778,Klefki,713,Kyurem White Kyurem,713,Kyurem White Kyurem
47,Zubat,28,Fearow,28,Fearow
620,Crustle,255,Smeargle,620,Crustle
93,Dodrio,733,Scatterbug,93,Dodrio
412,Metang,754,Aromatisse,412,Metang
379,Cradily,212,Espeon,212,Espeon
277,Torchic,592,Mega Audino,592,Mega Audino
465,Pachirisu,698,Larvesta,465,Pachirisu
709,Landorus Incarnate Forme,38,Nidoran♂,709,Landorus Incarnate Forme
352,Wailord,271,Ho-oh,271,Ho-oh
417,Registeel,99,Cloyster,99,Cloyster
656,Alomomola,756,Slurpuff,756,Slurpuff
199,Marill,476,Lopunny,476,Lopunny
39,Nidorino,559,Pignite,39,Nidorino
197,Mega Ampharos,278,Combusken,278,Combusken
709,Landorus Incarnate Forme,89,Magnemite,709,Landorus Incarnate Forme
242,Remoraid,728,Bunnelby,242,Remoraid
359,Spinda,289,Wurmple,359,Spinda
21,Pidgey,400,Sealeo,21,Pidgey
614,Krookodile,250,Kingdra,614,Krookodile
674,Haxorus,74,Machoke,674,Haxorus
759,Binacle,171,Quilava,171,Quilava
625,Cofagrigus,763,Clauncher,763,Clauncher
770,Aurorus,295,Lombre,770,Aurorus
757,Inkay,413,Metagross,413,Metagross
746,Espurr,765,Helioptile,765,Helioptile
76,Bellsprout,695,Deino,76,Bellsprout
276,Mega Sceptile,53,Parasect,276,Mega Sceptile
414,Mega Metagross,612,Sandile,612,Sandile
120,Rhyhorn,695,Deino,695,Deino
416,Regice,162,Dragonite,162,Dragonite
696,Zweilous,265,Suicune,265,Suicune
186,Lanturn,44,Ninetales,44,Ninetales
77,Weepinbell,570,Liepard,570,Liepard
97,Muk,688,Bouffalant,688,Bouffalant
24,Mega Pidgeot,276,Mega Sceptile,276,Mega Sceptile
63,,81,Geodude,63,
610,Lilligant,276,Mega Sceptile,276,Mega Sceptile
203,Hoppip,332,Lairon,332,Lairon
60,Psyduck,569,Purrloin,569,Purrloin
787,Gourgeist Large Size,108,Kingler,108,Kingler
788,Gourgeist Super Size,61,Golduck,61,Golduck
217,Unown,313,Vigoroth,313,Vigoroth
445,Bidoof,482,Chingling,482,Chingling
44,Ninetales,356,Torkoal,44,Ninetales
783,Pumpkaboo Large Size,557,Serperior,557,Serperior
737,Pyroar,147,Jolteon,147,Jolteon
591,Audino,402,Clamperl,591,Audino
324,Nosepass,299,Shiftry,299,Shiftry
123,Tangela,600,Sawk,600,Sawk
75,Machamp,225,Mega Steelix,75,Machamp
97,Muk,718,Genesect,718,Genesect
400,Sealeo,27,Spearow,27,Spearow
113,Cubone,51,Vileplume,51,Vileplume
620,Crustle,371,Solrock,371,Solrock
42,Clefable,289,Wurmple,42,Clefable
284,Mega Swampert,704,Tornadus Therian Forme,704,Tornadus Therian Forme
357,Spoink,718,Genesect,718,Genesect
679,Accelgor,325,Skitty,679,Accelgor
113,Cubone,237,Slugma,113,Cubone
125,Mega Kangaskhan,388,Mega Banette,388,Mega Banette
279,Blaziken,112,Exeggutor,279,Blaziken
740,Florges,212,Espeon,212,Espeon
784,Pumpkaboo Super Size,537,Mow Rotom,537,Mow Rotom
475,Buneary,768,Tyrantrum,475,Buneary
388,Mega Banette,19,Beedrill,19,Beedrill
178,Hoothoot,327,Sableye,327,Sableye
254,Stantler,100,Gastly,100,Gastly
198,Bellossom,135,Electabuzz,135,Electabuzz
92,Doduo,57,Dugtrio,57,Dugtrio
19,Beedrill,357,Spoink,19,Beedrill
466,Buizel,663,Klinklang,663,Klinklang
294,Lotad,716,Meloetta Aria Forme,716,Meloetta Aria Forme
620,Crustle,146,Vaporeon,146,Vaporeon
470,Shellos,372,Barboach,372,Barboach
557,Serperior,550,Darkrai,550,Darkrai
687,Bisharp,302,Wingull,302,Wingull
622,Scrafty,722,Fennekin,722,Fennekin
379,Cradily,398,Mega Glalie,398,Mega Glalie
593,Timburr,571,Pansage,571,Pansage
623,Sigilyph,731,Fletchinder,623,Sigilyph
428,Jirachi,695,Deino,428,Jirachi
326,Delcatty,468,Cherubi,326,Delcatty
584,Roggenrola,466,Buizel,466,Buizel
160,Dratini,224,Steelix,160,Dratini
518,Electivire,268,Tyranitar,518,Electivire
367,Mega Altaria,173,Totodile,367,Mega Altaria
673,Fraxure,31,Pikachu,31,Pikachu
676,Beartic,650,Karrablast,650,Karrablast
277,Torchic,235,Teddiursa,277,Torchic
152,Kabuto,293,Dustox,293,Dustox
459,Wormadam Plant Cloak,361,Vibrava,361,Vibrava
8,Mega Charizard X,412,Metang,8,Mega Charizard X
785,Gourgeist Average Size,220,Pineco,785,Gourgeist Average Size
681,Mienfoo,80,Tentacruel,80,Tentacruel
165,Mega Mewtwo Y,759,Binacle,165,Mega Mewtwo Y
341,Plusle,564,Patrat,341,Plusle
730,Fletchling,672,Axew,730,Fletchling
575,Panpour,658,Galvantula,658,Galvantula
306,Gardevoir,367,Mega Altaria,367,Mega Altaria
738,Flabébé,579,Pidove,579,Pidove
697,Hydreigon,255,Smeargle,697,Hydreigon
242,Remoraid,342,Minun,342,Minun
676,Beartic,521,Yanmega,521,Yanmega
91,Farfetch'd,532,Rotom,532,Rotom
369,Seviper,707,Reshiram,707,Reshiram
405,Relicanth,110,Electrode,110,Electrode
616,Darmanitan Standard Mode,733,Scatterbug,616,Darmanitan Standard Mode
279,Blaziken,661,Klink,279,Blaziken
625,Cofagrigus,733,Scatterbug,733,Scatterbug
229,Scizor,83,Golem,229,Scizor
364,Cacturne,211,Quagsire,364,Cacturne
356,Torkoal,258,Smoochum,356,Torkoal
599,Throh,81,Geodude,599,Throh
755,Swirlix,420,Latios,755,Swirlix
413,Metagross,776,Sliggoo,413,Metagross
277,Torchic,581,Unfezant,581,Unfezant
455,Rampardos,127,Seadra,127,Seadra
442,Starly,162,Dragonite,162,Dragonite
423,Primal Kyogre,326,Delcatty,423,Primal Kyogre
125,Mega Kangaskhan,24,Mega Pidgeot,24,Mega Pidgeot
232,Heracross,634,Minccino,232,Heracross
315,Nincada,401,Walrein,401,Walrein
634,Minccino,683,Druddigon,634,Minccino
130,Staryu,245,Mantine,130,Staryu
754,Aromatisse,200,Azumarill,200,Azumarill
1,Bulbasaur,364,Cacturne,364,Cacturne
184,Crobat,390,Dusclops,184,Crobat
92,Doduo,311,Breloom,92,Doduo
519,Magmortar,465,Pachirisu,465,Pachirisu
111,Exeggcute,753,Spritzee,111,Exeggcute
735,Vivillon,139,Tauros,139,Tauros
270,Lugia,29,Ekans,270,Lugia
405,Relicanth,636,Gothita,405,Relicanth
418,Latias,579,Pidove,418,Latias
457,Bastiodon,315,Nincada,315,Nincada
137,Pinsir,264,Entei,264,Entei
587,Woobat,25,Rattata,25,Rattata
628,Archen,737,Pyroar,737,Pyroar
439,Piplup,179,Noctowl,179,Noctowl
654,Frillish,401,Walrein,401,Walrein
29,Ekans,241,Corsola,29,Ekans
521,Yanmega,630,Trubbish,521,Yanmega
147,Jolteon,97,Muk,147,Jolteon
178,Hoothoot,225,Mega Steelix,178,Hoothoot
447,Kricketot,38,Nidoran♂,38,Nidoran♂
624,Yamask,227,Granbull,227,Granbull
515,Lickilicky,351,Wailmer,351,Wailmer
473,Drifloon,252,Donphan,473,Drifloon
161,Dragonair,442,Starly,161,Dragonair
174,Croconaw,8,Mega Charizard X,8,Mega Charizard X
309,Masquerain,197,Mega Ampharos,309,Masquerain
686,Pawniard,575,Panpour,575,Panpour
630,Trubbish,693,Heatmor,693,Heatmor
706,Thundurus Therian Forme,369,Seviper,706,Thundurus Therian Forme
166,Mew,94,Seel,166,Mew
256,Tyrogue,459,Wormadam Plant Cloak,459,Wormadam Plant Cloak
194,Mareep,707,Reshiram,707,Reshiram
332,Lairon,244,Delibird,332,Lairon
557,Serperior,483,Stunky,557,Serperior
123,Tangela,26,Raticate,26,Raticate
100,Gastly,445,Bidoof,445,Bidoof
516,Rhyperior,551,Shaymin Land Forme,551,Shaymin Land Forme
224,Steelix,141,Gyarados,141,Gyarados
300,Taillow,98,Shellder,300,Taillow
468,Cherubi,190,Togepi,468,Cherubi
579,Pidove,248,Houndoom,248,Houndoom
537,Mow Rotom,743,Pancham,537,Mow Rotom
632,Zorua,103,Mega Gengar,103,Mega Gengar
791,Noibat,662,Klang,791,Noibat
8,Mega Charizard X,249,Mega Houndoom,249,Mega Houndoom
338,Electrike,255,Smeargle,255,Smeargle
304,Ralts,795,Zygarde Half Forme,795,Zygarde Half Forme
572,Simisage,262,Blissey,572,Simisage
278,Combusken,585,Boldore,278,Combusken
757,Inkay,376,Baltoy,376,Baltoy
139,Tauros,566,Lillipup,139,Tauros
725,Froakie,124,Kangaskhan,124,Kangaskhan
591,Audino,313,Vigoroth,313,Vigoroth
370,Lunatone,330,Mega Mawile,370,Lunatone
71,Alakazam,635,Cinccino,71,Alakazam
469,Cherrim,522,Leafeon,522,Leafeon
187,Pichu,410,Mega Salamence,410,Mega Salamence
683,Druddigon,174,Croconaw,174,Croconaw
269,Mega Tyranitar,19,Beedrill,19,Beedrill
512,Mega Abomasnow,381,Armaldo,381,Armaldo
723,Braixen,451,Luxray,723,Braixen
311,Breloom,387,Banette,311,Breloom
211,Quagsire,691,Vullaby,691,Vullaby
372,Barboach,708,Zekrom,372,Barboach
141,Gyarados,579,Pidove,141,Gyarados
394,Mega Absol,565,Watchog,394,Mega Absol
501,Hippowdon,99,Cloyster,99,Cloyster
241,Corsola,251,Phanpy,251,Phanpy
768,Tyrantrum,505,Toxicroak,505,Toxicroak
7,Charizard,304,Ralts,7,Charizard
131,Starmie,245,Mantine,131,Starmie
489,Happiny,757,Inkay,757,Inkay
199,Marill,69,Abra,69,Abra
84,Ponyta,273,Treecko,84,Ponyta
471,Gastrodon,738,Flabébé,738,Flabébé
235,Teddiursa,39,Nidorino,39,Nidorino
240,Piloswine,398,Mega Glalie,398,Mega Glalie
670,Lampent,765,Helioptile,765,Helioptile
71,Alakazam,768,Tyrantrum,71,Alakazam
34,Sandslash,417,Registeel,34,Sandslash
49,Oddish,60,Psyduck,60,Psyduck
133,Scyther,427,Mega Rayquaza,427,Mega Rayquaza
454,Cranidos,192,Natu,192,Natu
148,Flareon,772,Hawlucha,772,Hawlucha
585,Boldore,423,Primal Kyogre,423,Primal Kyogre
729,Diggersby,188,Cleffa,729,Diggersby
269,Mega Tyranitar,773,Dedenne,773,Dedenne
509,Mantyke,427,Mega Rayquaza,427,Mega Rayquaza
612,Sandile,659,Ferroseed,612,Sandile
678,Shelmet,660,Ferrothorn,678,Shelmet
499,Mega Lucario,506,Carnivine,499,Mega Lucario
727,Greninja,678,Shelmet,727,Greninja
304,Ralts,580,Tranquill,580,Tranquill
562,Dewott,663,Klinklang,663,Klinklang
331,Aron,153,Kabutops,153,Kabutops
118,Koffing,392,Chimecho,392,Chimecho
70,Kadabra,386,Shuppet,386,Shuppet
656,Alomomola,411,Beldum,656,Alomomola
583,Zebstrika,749,Honedge,749,Honedge
423,Primal Kyogre,516,Rhyperior,423,Primal Kyogre
668,Beheeyem,406,Luvdisc,668,Beheeyem
305,Kirlia,373,Whiscash,373,Whiscash
757,Inkay,760,Barbaracle,760,Barbaracle
59,Persian,107,Krabby,59,Persian
434,Grotle,218,Wobbuffet,434,Grotle
768,Tyrantrum,190,Togepi,768,Tyrantrum
387,Banette,797,Mega Diancie,797,Mega Diancie
267,Pupitar,106,Hypno,106,Hypno
604,Venipede,661,Klink,604,Venipede
509,Mantyke,282,Marshtomp,282,Marshtomp
441,Empoleon,254,Stantler,254,Stantler
32,Raichu,77,Weepinbell,32,Raichu
109,Voltorb,247,Houndour,109,Voltorb
513,Weavile,489,Happiny,513,Weavile
248,Houndoom,354,Camerupt,248,Houndoom
361,Vibrava,348,Carvanha,361,Vibrava
124,Kangaskhan,705,Thundurus Incarnate Forme,705,Thundurus Incarnate Forme
84,Ponyta,277,Torchic,84,Ponyta
706,Thundurus Therian Forme,256,Tyrogue,706,Thundurus Therian Forme
200,Azumarill,477,Mega Lopunny,477,Mega Lopunny
259,Elekid,21,Pidgey,259,Elekid
336,Medicham,482,Chingling,336,Medicham
8,Mega Charizard X,448,Kricketune,8,Mega Charizard X
456,Shieldon,719,Chespin,719,Chespin
455,Rampardos,591,Audino,455,Rampardos
92,Doduo,612,Sandile,92,Doduo
482,Chingling,657,Joltik,657,Joltik
302,Wingull,777,Goodra,302,Wingull
477,Mega Lopunny,382,Feebas,477,Mega Lopunny
626,Tirtouga,177,Furret,177,Furret
200,Azumarill,203,Hoppip,203,Hoppip
495,Mega Garchomp,553,Arceus,553,Arceus
712,Kyurem Black Kyurem,309,Masquerain,712,Kyurem Black Kyurem
717,Meloetta Pirouette Forme,36,Nidorina,717,Meloetta Pirouette Forme
447,Kricketot,14,Caterpie,14,Caterpie
262,Blissey,44,Ninetales,44,Ninetales
724,Delphox,108,Kingler,724,Delphox
199,Marill,718,Genesect,718,Genesect
190,Togepi,278,Combusken,278,Combusken
102,Gengar,300,Taillow,300,Taillow
757,Inkay,284,Mega Swampert,284,Mega Swampert
420,Latios,508,Lumineon,420,Latios
374,Corphish,565,Watchog,565,Watchog
43,Vulpix,551,Shaymin Land Forme,551,Shaymin Land Forme
761,Skrelp,711,Kyurem,711,Kyurem
604,Venipede,368,Zangoose,368,Zangoose
459,Wormadam Plant Cloak,343,Volbeat,343,Volbeat
609,Petilil,176,Sentret,609,Petilil
642,Ducklett,747,Meowstic Male,747,Meowstic Male
68,Poliwrath,272,Celebi,272,Celebi
358,Grumpig,151,Omastar,358,Grumpig
475,Buneary,342,Minun,342,Minun
397,Glalie,49,Oddish,397,Glalie
398,Mega Glalie,283,Swampert,398,Mega Glalie
562,Dewott,787,Gourgeist Large Size,787,Gourgeist Large Size
761,Skrelp,748,Meowstic Female,748,Meowstic Female
132,Mr. Mime,653,Amoonguss,653,Amoonguss
129,Seaking,373,Whiscash,129,Seaking
769,Amaura,682,Mienshao,682,Mienshao
450,Luxio,799,Hoopa Unbound,799,Hoopa Unbound
284,Mega Swampert,597,Palpitoad,284,Mega Swampert
5,Charmander,733,Scatterbug,5,Charmander
660,Ferrothorn,34,Sandslash,660,Ferrothorn
759,Binacle,292,Cascoon,759,Binacle
506,Carnivine,553,Arceus,553,Arceus
541,Dialga,560,Emboar,541,Dialga
514,Magnezone,638,Gothitelle,638,Gothitelle
115,Hitmonlee,582,Blitzle,115,Hitmonlee
379,Cradily,765,Helioptile,765,Helioptile
681,Mienfoo,787,Gourgeist Large Size,787,Gourgeist Large Size
654,Frillish,774,Carbink,774,Carbink
394,Mega Absol,689,Rufflet,394,Mega Absol
143,Lapras,731,Fletchinder,731,Fletchinder
711,Kyurem,746,Espurr,711,Kyurem
592,Mega Audino,216,Misdreavus,216,Misdreavus
666,Eelektross,552,Shaymin Sky Forme,552,Shaymin Sky Forme
177,Furret,749,Honedge,749,Honedge
669,Litwick,628,Archen,628,Archen
432,Deoxys Speed Forme,321,Makuhita,432,Deoxys Speed Forme
222,Dunsparce,646,Vanilluxe,646,Vanilluxe
268,Tyranitar,278,Combusken,268,Tyranitar
247,Houndour,188,Cleffa,247,Houndour
725,Froakie,246,Skarmory,725,Froakie
195,Flaaffy,475,Buneary,475,Buneary
554,Victini,108,Kingler,554,Victini
2,Ivysaur,43,Vulpix,43,Vulpix
176,Sentret,446,Bibarel,446,Bibarel
157,Articuno,719,Chespin,157,Articuno
527,Gallade,114,Marowak,527,Gallade
178,Hoothoot,721,Chesnaught,721,Chesnaught
357,Spoink,497,Riolu,497,Riolu
632,Zorua,424,Groudon,424,Groudon
542,Palkia,793,Xerneas,542,Palkia
200,Azumarill,232,Heracross,232,Heracross
654,Frillish,43,Vulpix,43,Vulpix
690,Braviary,354,Camerupt,690,Braviary
441,Empoleon,403,Huntail,441,Empoleon
177,Furret,396,Snorunt,177,Furret
563,Samurott,617,Darmanitan Zen Mode,563,Samurott
643,Swanna,176,Sentret,643,Swanna
268,Tyranitar,709,Landorus Incarnate Forme,709,Landorus Incarnate Forme
741,Skiddo,428,Jirachi,428,Jirachi
247,Houndour,533,Heat Rotom,533,Heat Rotom
799,Hoopa Unbound,109,Voltorb,109,Voltorb
330,Mega Mawile,749,Honedge,330,Mega Mawile
173,Totodile,463,Combee,463,Combee
264,Entei,481,Purugly,481,Purugly
685,Golurk,798,Hoopa Confined,798,Hoopa Confined
171,Quilava,108,Kingler,171,Quilava
799,Hoopa Unbound,227,Granbull,799,Hoopa Unbound
38,Nidoran♂,48,Golbat,48,Golbat
607,Cottonee,242,Remoraid,607,Cottonee
678,Shelmet,633,Zoroark,633,Zoroark
286,Mightyena,759,Binacle,286,Mightyena
595,Conkeldurr,372,Barboach,372,Barboach
518,Electivire,466,Buizel,518,Electivire
522,Leafeon,690,Braviary,522,Leafeon
492,Gible,521,Yanmega,521,Yanmega
252,Donphan,682,Mienshao,682,Mienshao
549,Manaphy,313,Vigoroth,549,Manaphy
731,Fletchinder,762,Dragalge,731,Fletchinder
777,Goodra,124,Kangaskhan,124,Kangaskhan
413,Metagross,305,Kirlia,413,Metagross
567,Herdier,505,Toxicroak,505,Toxicroak
497,Riolu,741,Skiddo,497,Riolu
217,Unown,411,Beldum,217,Unown
473,Drifloon,631,Garbodor,631,Garbodor
9,Mega Charizard Y,541,Dialga,9,Mega Charizard Y
218,Wobbuffet,18,Kakuna,18,Kakuna
242,Remoraid,155,Mega Aerodactyl,155,Mega Aerodactyl
432,Deoxys Speed Forme,186,Lanturn,432,Deoxys Speed Forme
713,Kyurem White Kyurem,707,Reshiram,713,Kyurem White Kyurem
783,Pumpkaboo Large Size,396,Snorunt,396,Snorunt
290,Silcoon,171,Quilava,171,Quilava
272,Celebi,335,Meditite,272,Celebi
70,Kadabra,88,Mega Slowbro,88,Mega Slowbro
242,Remoraid,372,Barboach,242,Remoraid
53,Parasect,215,Slowking,215,Slowking
613,Krokorok,654,Frillish,613,Krokorok
312,Slakoth,731,Fletchinder,731,Fletchinder
723,Braixen,673,Fraxure,723,Braixen
11,Wartortle,770,Aurorus,770,Aurorus
415,Regirock,446,Bibarel,446,Bibarel
8,Mega Charizard X,202,Politoed,8,Mega Charizard X
663,Klinklang,228,Qwilfish,663,Klinklang
677,Cryogonal,721,Chesnaught,677,Cryogonal
145,Eevee,554,Victini,554,Victini
42,Clefable,531,Froslass,531,Froslass
501,Hippowdon,703,Tornadus Incarnate Forme,703,Tornadus Incarnate Forme
94,Seel,473,Drifloon,473,Drifloon
417,Registeel,143,Lapras,143,Lapras
503,Drapion,349,Sharpedo,349,Sharpedo
35,Nidoran♀,319,Loudred,319,Loudred
172,Typhlosion,464,Vespiquen,172,Typhlosion
24,Mega Pidgeot,432,Deoxys Speed Forme,432,Deoxys Speed Forme
449,Shinx,324,Nosepass,449,Shinx
487,Bonsly,110,Electrode,487,Bonsly
591,Audino,170,Cyndaquil,170,Cyndaquil
438,Infernape,245,Mantine,438,Infernape
745,Furfrou,39,Nidorino,745,Furfrou
111,Exeggcute,283,Swampert,283,Swampert
181,Ledian,71,Alakazam,71,Alakazam
753,Spritzee,472,Ambipom,472,Ambipom
512,Mega Abomasnow,54,Venonat,54,Venonat
64,Growlithe,180,Ledyba,64,Growlithe
790,Avalugg,267,Pupitar,267,Pupitar
199,Marill,143,Lapras,143,Lapras
540,Azelf,95,Dewgong,540,Azelf
124,Kangaskhan,389,Duskull,389,Duskull
390,Dusclops,795,Zygarde Half Forme,795,Zygarde Half Forme
698,Larvesta,760,Barbaracle,760,Barbaracle
578,Musharna,345,Roselia,345,Roselia
448,Kricketune,690,Braviary,690,Braviary
317,Shedinja,769,Amaura,769,Amaura
626,Tirtouga,438,Infernape,438,Infernape
395,Wynaut,408,Shelgon,408,Shelgon
86,Slowpoke,448,Kricketune,448,Kricketune
442,Starly,444,Staraptor,444,Staraptor
43,Vulpix,289,Wurmple,43,Vulpix
239,Swinub,86,Slowpoke,86,Slowpoke
242,Remoraid,233,Mega Heracross,233,Mega Heracross
538,Uxie,454,Cranidos,538,Uxie
602,Swadloon,564,Patrat,564,Patrat
140,Magikarp,491,Spiritomb,491,Spiritomb
261,Miltank,673,Fraxure,261,Miltank
539,Mesprit,178,Hoothoot,539,Mesprit
20,Mega Beedrill,317,Shedinja,20,Mega Beedrill
580,Tranquill,334,Mega Aggron,580,Tranquill
492,Gible,516,Rhyperior,492,Gible
456,Shieldon,187,Pichu,187,Pichu
589,Drilbur,328,Mega Sableye,328,Mega Sableye
727,Greninja,271,Ho-oh,727,Greninja
453,Roserade,369,Seviper,453,Roserade
583,Zebstrika,541,Dialga,583,Zebstrika
645,Vanillish,295,Lombre,645,Vanillish
185,Chinchou,230,Mega Scizor,230,Mega Scizor
365,Swablu,28,Fearow,28,Fearow
615,Darumaka,83,Golem,615,Darumaka
487,Bonsly,522,Leafeon,522,Leafeon
53,Parasect,8,Mega Charizard X,8,Mega Charizard X
212,Espeon,89,Magnemite,212,Espeon
675,Cubchoo,652,Foongus,675,Cubchoo
496,Munchlax,26,Raticate,496,Munchlax
631,Garbodor,641,Reuniclus,631,Garbodor
744,Pangoro,266,Larvitar,744,Pangoro
475,Buneary,514,Magnezone,475,Buneary
708,Zekrom,395,Wynaut,708,Zekrom
585,Boldore,625,Cofagrigus,625,Cofagrigus
380,Anorith,368,Zangoose,368,Zangoose
426,Rayquaza,525,Mamoswine,426,Rayquaza
698,Larvesta,198,Bellossom,698,Larvesta
420,Latios,660,Ferrothorn,420,Latios
337,Mega Medicham,199,Marill,337,Mega Medicham
198,Bellossom,529,Probopass,198,Bellossom
157,Articuno,96,Grimer,157,Articuno
424,Groudon,49,Oddish,424,Groudon
674,Haxorus,616,Darmanitan Standard Mode,674,Haxorus
657,Joltik,132,Mr. Mime,132,Mr. Mime
492,Gible,774,Carbink,774,Carbink
723,Braixen,108,Kingler,108,Kingler
315,Nincada,679,Accelgor,679,Accelgor
60,Psyduck,398,Mega Glalie,398,Mega Glalie
380,Anorith,84,Ponyta,84,Ponyta
255,Smeargle,140,Magikarp,140,Magikarp
81,Geodude,76,Bellsprout,76,Bellsprout
328,Mega Sableye,269,Mega Tyranitar,269,Mega Tyranitar
16,Butterfree,45,Jigglypuff,16,Butterfree
756,Slurpuff,259,Elekid,259,Elekid
298,Nuzleaf,366,Altaria,366,Altaria
606,Scolipede,383,Milotic,606,Scolipede
529,Probopass,714,Keldeo Ordinary Forme,714,Keldeo Ordinary Forme
521,Yanmega,95,Dewgong,521,Yanmega
420,Latios,485,Bronzor,420,Latios
557,Serperior,491,Spiritomb,557,Serperior
132,Mr. Mime,350,Mega Sharpedo,350,Mega Sharpedo
511,Abomasnow,597,Palpitoad,597,Palpitoad
32,Raichu,497,Riolu,32,Raichu
639,Solosis,399,Spheal,399,Spheal
529,Probopass,220,Pineco,529,Probopass
684,Golett,463,Combee,463,Combee
117,Lickitung,380,Anorith,380,Anorith
471,Gastrodon,42,Clefable,42,Clefable
754,Aromatisse,84,Ponyta,84,Ponyta
429,Deoxys Normal Forme,323,Azurill,429,Deoxys Normal Forme
555,Snivy,185,Chinchou,185,Chinchou
422,Kyogre,60,Psyduck,422,Kyogre
729,Diggersby,379,Cradily,379,Cradily
242,Remoraid,423,Primal Kyogre,423,Primal Kyogre
585,Boldore,739,Floette,585,Boldore
6,Charmeleon,198,Bellossom,6,Charmeleon
58,Meowth,459,Wormadam Plant Cloak,58,Meowth
279,Blaziken,592,Mega Audino,279,Blaziken
311,Breloom,210,Wooper,311,Breloom
594,Gurdurr,759,Binacle,759,Binacle
589,Drilbur,654,Frillish,654,Frillish
259,Elekid,470,Shellos,259,Elekid
126,Horsea,791,Noibat,126,Horsea
580,Tranquill,323,Azurill,580,Tranquill
701,Terrakion,788,Gourgeist Super Size,701,Terrakion
716,Meloetta Aria Forme,704,Tornadus Therian Forme,704,Tornadus Therian Forme
465,Pachirisu,589,Drilbur,589,Drilbur
232,Heracross,222,Dunsparce,232,Heracross
259,Elekid,755,Swirlix,259,Elekid
165,Mega Mewtwo Y,381,Armaldo,165,Mega Mewtwo Y
98,Shellder,311,Breloom,311,Breloom
788,Gourgeist Super Size,555,Snivy,555,Snivy
160,Dratini,634,Minccino,634,Minccino
481,Purugly,558,Tepig,481,Purugly
418,Latias,704,Tornadus Therian Forme,704,Tornadus Therian Forme
404,Gorebyss,459,Wormadam Plant Cloak,404,Gorebyss
581,Unfezant,738,Flabébé,581,Unfezant
499,Mega Lucario,335,Meditite,499,Mega Lucario
231,Shuckle,310,Shroomish,310,Shroomish
421,Mega Latios,388,Mega Banette,421,Mega Latios
53,Parasect,278,Combusken,278,Combusken
693,Heatmor,3,Venusaur,3,Venusaur
405,Relicanth,73,Machop,405,Relicanth
376,Baltoy,190,Togepi,376,Baltoy
163,Mewtwo,613,Krokorok,163,Mewtwo
634,Minccino,525,Mamoswine,525,Mamoswine
106,Hypno,91,Farfetch'd,106,Hypno
207,Sunkern,493,Gabite,493,Gabite
45,Jigglypuff,534,Wash Rotom,534,Wash Rotom
392,Chimecho,713,Kyurem White Kyurem,713,Kyurem White Kyurem
719,Chespin,241,Corsola,719,Chespin
309,Masquerain,684,Golett,309,Masquerain
262,Blissey,3,Venusaur,3,Venusaur
227,Granbull,614,Krookodile,614,Krookodile
743,Pancham,369,Seviper,369,Seviper
