First_pokemon,First_Name,Second_pokemon,Second_Name,Winner,Winner_Name,Winner_bool
789,Bergmite,207,Sunkern,207,Sunkern,0
713,Kyurem White Kyurem,647,Deerling,713,Kyurem White Kyurem,1
374,Corphish,422,Kyogre,422,Kyogre,0
106,Hypno,359,Spinda,106,Hypno,1
305,Kirlia,148,Flareon,148,Flareon,0
184,Crobat,169,Meganium,184,Crobat,1
523,Glaceon,615,Darumaka,523,Glaceon,1
197,Mega Ampharos,353,Numel,197,Mega Ampharos,1
521,Yanmega,575,Panpour,521,Yanmega,1
28,Fearow,444,Staraptor,444,Staraptor,0
187,Pichu,276,Mega Sceptile,276,Mega Sceptile,0
380,Anorith,234,Sneasel,234,Sneasel,0
769,Amaura,82,Graveler,769,Amaura,1
494,Garchomp,399,Spheal,494,Garchomp,1
397,Glalie,440,Prinplup,397,Glalie,1
56,Diglett,165,Mega Mewtwo Y,165,Mega Mewtwo Y,0
96,Grimer,158,Zapdos,158,Zapdos,0
85,Rapidash,602,Swadloon,85,Rapidash,1
22,Pidgeotto,432,Deoxys Speed Forme,432,Deoxys Speed Forme,0
4,Mega Venusaur,93,Dodrio,93,Dodrio,0
407,Bagon,512,Mega Abomasnow,407,Bagon,1
617,Darmanitan Zen Mode,355,Mega Camerupt,617,Darmanitan Zen Mode,1
424,Groudon,772,Hawlucha,772,Hawlucha,0
348,Carvanha,752,Aegislash Shield Forme,348,Carvanha,1
451,Luxray,497,Riolu,451,Luxray,1
498,Lucario,307,Mega Gardevoir,307,Mega Gardevoir,0
408,Shelgon,7,Charizard,7,Charizard,0
253,Porygon2,147,Jolteon,147,Jolteon,0
573,Pansear,770,Aurorus,573,Pansear,1
704,Tornadus Therian Forme,672,Axew,704,Tornadus Therian Forme,1
11,Wartortle,292,Cascoon,11,Wartortle,1
211,Quagsire,769,Amaura,769,Amaura,0
134,Jynx,68,Poliwrath,134,Jynx,1
536,Fan Rotom,333,Aggron,536,Fan Rotom,1
22,Pidgeotto,525,Mamoswine,22,Pidgeotto,1
248,Houndoom,748,Meowstic Female,748,Meowstic Female,0
151,Omastar,103,Mega Gengar,103,Mega Gengar,0
164,Mega Mewtwo X,291,Beautifly,164,Mega Mewtwo X,1
712,Kyurem Black Kyurem,247,Houndour,712,Kyurem Black Kyurem,1
352,Wailord,105,Drowzee,352,Wailord,1
597,Palpitoad,537,Mow Rotom,537,Mow Rotom,0
159,Moltres,499,Mega Lucario,499,Mega Lucario,0
195,Flaaffy,250,Kingdra,250,Kingdra,0
667,Elgyem,659,Ferroseed,667,Elgyem,1
286,Mightyena,753,Spritzee,286,Mightyena,1
573,Pansear,193,Xatu,193,Xatu,0
483,Stunky,644,Vanillite,483,Stunky,1
105,Drowzee,534,Wash Rotom,534,Wash Rotom,0
164,Mega Mewtwo X,537,Mow Rotom,164,Mega Mewtwo X,1
716,Meloetta Aria Forme,110,Electrode,110,Electrode,0
703,Tornadus Incarnate Forme,429,Deoxys Normal Forme,429,Deoxys Normal Forme,0
30,Arbok,69,Abra,69,Abra,0
292,Cascoon,3,Venusaur,3,Venusaur,0
342,Minun,154,Aerodactyl,154,Aerodactyl,0
67,Poliwhirl,697,Hydreigon,697,Hydreigon,0
447,Kricketot,121,Rhydon,121,Rhydon,0
143,Lapras,414,Mega Metagross,414,Mega Metagross,0
396,Snorunt,129,Seaking,129,Seaking,0
174,Croconaw,421,Mega Latios,421,Mega Latios,0
32,Raichu,386,Shuppet,32,Raichu,1
287,Zigzagoon,342,Minun,342,Minun,0
58,Meowth,387,Banette,387,Banette,0
537,Mow Rotom,578,Musharna,537,Mow Rotom,1
238,Magcargo,449,Shinx,449,Shinx,0
177,Furret,186,Lanturn,177,Furret,1
654,Frillish,432,Deoxys Speed Forme,432,Deoxys Speed Forme,0
169,Meganium,761,Skrelp,169,Meganium,1
764,Clawitzer,198,Bellossom,764,Clawitzer,1
359,Spinda,237,Slugma,359,Spinda,1
758,Malamar,571,Pansage,758,Malamar,1
456,Shieldon,735,Vivillon,735,Vivillon,0
583,Zebstrika,691,Vullaby,583,Zebstrika,1
198,Bellossom,280,Mega Blaziken,280,Mega Blaziken,0
597,Palpitoad,296,Ludicolo,296,Ludicolo,0
416,Regice,483,Stunky,483,Stunky,0
216,Misdreavus,3,Venusaur,216,Misdreavus,1
414,Mega Metagross,596,Tympole,414,Mega Metagross,1
206,Aipom,300,Taillow,300,Taillow,0
483,Stunky,640,Duosion,483,Stunky,1
539,Mesprit,99,Cloyster,539,Mesprit,1
214,Murkrow,642,Ducklett,214,Murkrow,1
779,Phantump,308,Surskit,779,Phantump,1
771,Sylveon,481,Purugly,481,Purugly,0
523,Glaceon,439,Piplup,523,Glaceon,1
51,Vileplume,224,Steelix,51,Vileplume,1
381,Armaldo,233,Mega Heracross,233,Mega Heracross,0
378,Lileep,55,Venomoth,55,Venomoth,0
351,Wailmer,603,Leavanny,603,Leavanny,0
492,Gible,30,Arbok,30,Arbok,0
135,Electabuzz,582,Blitzle,135,Electabuzz,1
105,Drowzee,383,Milotic,383,Milotic,0
269,Mega Tyranitar,306,Gardevoir,306,Gardevoir,0
454,Cranidos,686,Pawniard,686,Pawniard,0
356,Torkoal,743,Pancham,743,Pancham,0
48,Golbat,353,Numel,48,Golbat,1
360,Trapinch,800,Volcanion,800,Volcanion,0
455,Rampardos,302,Wingull,455,Rampardos,1
277,Torchic,356,Torkoal,277,Torchic,1
240,Piloswine,16,Butterfree,16,Butterfree,0
730,Fletchling,412,Metang,730,Fletchling,1
453,Roserade,45,Jigglypuff,453,Roserade,1
745,Furfrou,26,Raticate,745,Furfrou,1
634,Minccino,184,Crobat,184,Crobat,0
106,Hypno,708,Zekrom,708,Zekrom,0
321,Makuhita,7,Charizard,7,Charizard,0
251,Phanpy,701,Terrakion,701,Terrakion,0
147,Jolteon,553,Arceus,147,Jolteon,1
306,Gardevoir,202,Politoed,306,Gardevoir,1
427,Mega Rayquaza,716,Meloetta Aria Forme,427,Mega Rayquaza,1
243,Octillery,204,Skiploom,204,Skiploom,0
137,Pinsir,460,Wormadam Sandy Cloak,137,Pinsir,1
690,Braviary,800,Volcanion,690,Braviary,1
179,Noctowl,418,Latias,418,Latias,0
380,Anorith,352,Wailord,380,Anorith,1
553,Arceus,325,Skitty,553,Arceus,1
486,Bronzong,209,Yanma,209,Yanma,0
168,Bayleef,149,Porygon,168,Bayleef,1
158,Zapdos,151,Omastar,158,Zapdos,1
714,Keldeo Ordinary Forme,77,Weepinbell,714,Keldeo Ordinary Forme,1
115,Hitmonlee,487,Bonsly,115,Hitmonlee,1
276,Mega Sceptile,461,Wormadam Trash Cloak,276,Mega Sceptile,1
552,Shaymin Sky Forme,569,Purrloin,552,Shaymin Sky Forme,1
314,Slaking,586,Gigalith,314,Slaking,1
799,Hoopa Unbound,94,Seel,799,Hoopa Unbound,1
780,Trevenant,677,Cryogonal,677,Cryogonal,0
431,Deoxys Defense Forme,244,Delibird,431,Deoxys Defense Forme,1
641,Reuniclus,315,Nincada,315,Nincada,0
157,Articuno,217,Unown,157,Articuno,1
600,Sawk,770,Aurorus,600,Sawk,1
753,Spritzee,206,Aipom,206,Aipom,0
72,Mega Alakazam,519,Magmortar,72,Mega Alakazam,1
417,Registeel,798,Hoopa Confined,798,Hoopa Confined,0
471,Gastrodon,170,Cyndaquil,471,Gastrodon,1
634,Minccino,484,Skuntank,484,Skuntank,0
155,Mega Aerodactyl,654,Frillish,155,Mega Aerodactyl,1
340,Mega Manectric,490,Chatot,340,Mega Manectric,1
410,Mega Salamence,51,Vileplume,410,Mega Salamence,1
38,Nidoran♂,746,Espurr,746,Espurr,0
243,Octillery,715,Keldeo Resolute Forme,715,Keldeo Resolute Forme,0
194,Mareep,528,Mega Gallade,528,Mega Gallade,0
525,Mamoswine,136,Magmar,136,Magmar,0
717,Meloetta Pirouette Forme,467,Floatzel,717,Meloetta Pirouette Forme,1
525,Mamoswine,263,Raikou,263,Raikou,0
486,Bronzong,258,Smoochum,486,Bronzong,1
229,Scizor,103,Mega Gengar,229,Scizor,1
684,Golett,381,Armaldo,381,Armaldo,0
228,Qwilfish,704,Tornadus Therian Forme,704,Tornadus Therian Forme,0
31,Pikachu,703,Tornadus Incarnate Forme,703,Tornadus Incarnate Forme,0
47,Zubat,357,Spoink,357,Spoink,0
312,Slakoth,131,Starmie,131,Starmie,0
212,Espeon,485,Bronzor,212,Espeon,1
382,Feebas,639,Solosis,639,Solosis,0
571,Pansage,579,Pidove,571,Pansage,1
642,Ducklett,307,Mega Gardevoir,307,Mega Gardevoir,0
799,Hoopa Unbound,27,Spearow,799,Hoopa Unbound,1
165,Mega Mewtwo Y,740,Florges,165,Mega Mewtwo Y,1
497,Riolu,442,Starly,442,Starly,0
266,Larvitar,233,Mega Heracross,233,Mega Heracross,0
328,Mega Sableye,708,Zekrom,708,Zekrom,0
631,Garbodor,223,Gligar,223,Gligar,0
297,Seedot,8,Mega Charizard X,8,Mega Charizard X,0
283,Swampert,146,Vaporeon,146,Vaporeon,0
610,Lilligant,797,Mega Diancie,797,Mega Diancie,0
55,Venomoth,366,Altaria,55,Venomoth,1
63,,150,Omanyte,63,,1
415,Regirock,731,Fletchinder,731,Fletchinder,0
374,Corphish,26,Raticate,26,Raticate,0
538,Uxie,607,Cottonee,538,Uxie,1
525,Mamoswine,694,Durant,694,Durant,0
151,Omastar,631,Garbodor,631,Garbodor,0
474,Drifblim,562,Dewott,474,Drifblim,1
705,Thundurus Incarnate Forme,287,Zigzagoon,705,Thundurus Incarnate Forme,1
775,Goomy,373,Whiscash,373,Whiscash,0
344,Illumise,504,Croagunk,344,Illumise,1
397,Glalie,668,Beheeyem,397,Glalie,1
413,Metagross,98,Shellder,413,Metagross,1
777,Goodra,304,Ralts,777,Goodra,1
356,Torkoal,54,Venonat,356,Torkoal,1
229,Scizor,680,Stunfisk,229,Scizor,1
343,Volbeat,760,Barbaracle,343,Volbeat,1
481,Purugly,603,Leavanny,481,Purugly,1
502,Skorupi,573,Pansear,502,Skorupi,1
566,Lillipup,614,Krookodile,614,Krookodile,0
89,Magnemite,578,Musharna,89,Magnemite,1
36,Nidorina,652,Foongus,36,Nidorina,1
722,Fennekin,525,Mamoswine,525,Mamoswine,0
535,Frost Rotom,44,Ninetales,44,Ninetales,0
275,Sceptile,697,Hydreigon,275,Sceptile,1
626,Tirtouga,588,Swoobat,626,Tirtouga,1
321,Makuhita,108,Kingler,108,Kingler,0
626,Tirtouga,293,Dustox,626,Tirtouga,1
620,Crustle,469,Cherrim,620,Crustle,1
541,Dialga,581,Unfezant,581,Unfezant,0
559,Pignite,229,Scizor,229,Scizor,0
714,Keldeo Ordinary Forme,262,Blissey,714,Keldeo Ordinary Forme,1
27,Spearow,723,Braixen,723,Braixen,0
162,Dragonite,283,Swampert,162,Dragonite,1
601,Sewaddle,425,Primal Groudon,425,Primal Groudon,0
464,Vespiquen,243,Octillery,243,Octillery,0
4,Mega Venusaur,63,,63,,0
383,Milotic,406,Luvdisc,406,Luvdisc,0
729,Diggersby,606,Scolipede,606,Scolipede,0
657,Joltik,309,Masquerain,657,Joltik,1
515,Lickilicky,758,Malamar,758,Malamar,0
73,Machop,651,Escavalier,73,Machop,1
767,Tyrunt,39,Nidorino,39,Nidorino,0
429,Deoxys Normal Forme,43,Vulpix,429,Deoxys Normal Forme,1
343,Volbeat,597,Palpitoad,343,Volbeat,1
617,Darmanitan Zen Mode,327,Sableye,617,Darmanitan Zen Mode,1
704,Tornadus Therian Forme,551,Shaymin Land Forme,704,Tornadus Therian Forme,1
330,Mega Mawile,589,Drilbur,589,Drilbur,0
506,Carnivine,773,Dedenne,773,Dedenne,0
730,Fletchling,667,Elgyem,730,Fletchling,1
718,Genesect,583,Zebstrika,583,Zebstrika,0
368,Zangoose,55,Venomoth,55,Venomoth,0
612,Sandile,650,Karrablast,612,Sandile,1
19,Beedrill,70,Kadabra,70,Kadabra,0
660,Ferrothorn,589,Drilbur,660,Ferrothorn,1
95,Dewgong,358,Grumpig,358,Grumpig,0
256,Tyrogue,52,Paras,256,Tyrogue,1
92,Doduo,229,Scizor,92,Doduo,1
384,Castform,63,,63,,0
337,Mega Medicham,581,Unfezant,337,Mega Medicham,1
663,Klinklang,667,Elgyem,663,Klinklang,1
221,Forretress,87,Slowbro,221,Forretress,1
613,Krokorok,363,Cacnea,613,Krokorok,1
172,Typhlosion,698,Larvesta,172,Typhlosion,1
676,Beartic,590,Excadrill,590,Excadrill,0
130,Staryu,743,Pancham,130,Staryu,1
620,Crustle,214,Murkrow,620,Crustle,1
245,Mantine,601,Sewaddle,245,Mantine,1
696,Zweilous,92,Doduo,92,Doduo,0
211,Quagsire,409,Salamence,409,Salamence,0
731,Fletchinder,47,Zubat,731,Fletchinder,1
205,Jumpluff,139,Tauros,139,Tauros,0
86,Slowpoke,105,Drowzee,105,Drowzee,0
198,Bellossom,759,Binacle,759,Binacle,0
764,Clawitzer,686,Pawniard,686,Pawniard,0
1,Bulbasaur,638,Gothitelle,638,Gothitelle,0
181,Ledian,258,Smoochum,181,Ledian,1
76,Bellsprout,1,Bulbasaur,1,Bulbasaur,0
249,Mega Houndoom,270,Lugia,249,Mega Houndoom,1
369,Seviper,680,Stunfisk,369,Seviper,1
120,Rhyhorn,615,Darumaka,615,Darumaka,0
296,Ludicolo,691,Vullaby,296,Ludicolo,1
664,Tynamo,757,Inkay,664,Tynamo,1
497,Riolu,288,Linoone,288,Linoone,0
440,Prinplup,249,Mega Houndoom,249,Mega Houndoom,0
352,Wailord,791,Noibat,352,Wailord,1
384,Castform,506,Carnivine,384,Castform,1
615,Darumaka,441,Empoleon,441,Empoleon,0
204,Skiploom,163,Mewtwo,163,Mewtwo,0
559,Pignite,290,Silcoon,559,Pignite,1
293,Dustox,71,Alakazam,71,Alakazam,0
99,Cloyster,456,Shieldon,99,Cloyster,1
163,Mewtwo,75,Machamp,163,Mewtwo,1
600,Sawk,553,Arceus,553,Arceus,0
262,Blissey,181,Ledian,181,Ledian,0
584,Roggenrola,582,Blitzle,582,Blitzle,0
744,Pangoro,631,Garbodor,631,Garbodor,0
37,Nidoqueen,2,Ivysaur,37,Nidoqueen,1
561,Oshawott,173,Totodile,561,Oshawott,1
503,Drapion,443,Staravia,503,Drapion,1
766,Heliolisk,747,Meowstic Male,766,Heliolisk,1
312,Slakoth,507,Finneon,507,Finneon,0
17,Weedle,247,Houndour,247,Houndour,0
38,Nidoran♂,18,Kakuna,38,Nidoran♂,1
112,Exeggutor,568,Stoutland,568,Stoutland,0
778,Klefki,256,Tyrogue,778,Klefki,1
287,Zigzagoon,491,Spiritomb,491,Spiritomb,0
715,Keldeo Resolute Forme,120,Rhyhorn,715,Keldeo Resolute Forme,1
520,Togekiss,297,Seedot,520,Togekiss,1
446,Bibarel,179,Noctowl,446,Bibarel,1
442,Starly,532,Rotom,532,Rotom,0
715,Keldeo Resolute Forme,610,Lilligant,715,Keldeo Resolute Forme,1
548,Phione,185,Chinchou,548,Phione,1
177,Furret,96,Grimer,177,Furret,1
549,Manaphy,88,Mega Slowbro,549,Manaphy,1
727,Greninja,739,Floette,727,Greninja,1
693,Heatmor,630,Trubbish,630,Trubbish,0
619,Dwebble,219,Girafarig,219,Girafarig,0
501,Hippowdon,412,Metang,412,Metang,0
278,Combusken,498,Lucario,498,Lucario,0
609,Petilil,385,Kecleon,385,Kecleon,0
332,Lairon,682,Mienshao,682,Mienshao,0
569,Purrloin,425,Primal Groudon,425,Primal Groudon,0
421,Mega Latios,480,Glameow,421,Mega Latios,1
779,Phantump,257,Hitmontop,779,Phantump,1
529,Probopass,697,Hydreigon,697,Hydreigon,0
529,Probopass,305,Kirlia,305,Kirlia,0
482,Chingling,504,Croagunk,504,Croagunk,0
295,Lombre,603,Leavanny,603,Leavanny,0
684,Golett,303,Pelipper,303,Pelipper,0
543,Heatran,736,Litleo,543,Heatran,1
340,Mega Manectric,639,Solosis,340,Mega Manectric,1
391,Tropius,489,Happiny,391,Tropius,1
706,Thundurus Therian Forme,264,Entei,706,Thundurus Therian Forme,1
659,Ferroseed,251,Phanpy,251,Phanpy,0
333,Aggron,779,Phantump,333,Aggron,1
767,Tyrunt,270,Lugia,270,Lugia,0
504,Croagunk,664,Tynamo,664,Tynamo,0
761,Skrelp,601,Sewaddle,601,Sewaddle,0
169,Meganium,51,Vileplume,169,Meganium,1
461,Wormadam Trash Cloak,142,Mega Gyarados,142,Mega Gyarados,0
557,Serperior,621,Scraggy,557,Serperior,1
320,Exploud,661,Klink,320,Exploud,1
123,Tangela,59,Persian,59,Persian,0
141,Gyarados,169,Meganium,141,Gyarados,1
676,Beartic,724,Delphox,724,Delphox,0
594,Gurdurr,481,Purugly,481,Purugly,0
442,Starly,152,Kabuto,442,Starly,1
713,Kyurem White Kyurem,506,Carnivine,713,Kyurem White Kyurem,1
542,Palkia,593,Timburr,542,Palkia,1
143,Lapras,284,Mega Swampert,284,Mega Swampert,0
624,Yamask,86,Slowpoke,86,Slowpoke,0
356,Torkoal,531,Froslass,531,Froslass,0
176,Sentret,625,Cofagrigus,625,Cofagrigus,0
519,Magmortar,491,Spiritomb,519,Magmortar,1
117,Lickitung,243,Octillery,243,Octillery,0
677,Cryogonal,457,Bastiodon,457,Bastiodon,0
119,Weezing,56,Diglett,56,Diglett,0
716,Meloetta Aria Forme,130,Staryu,716,Meloetta Aria Forme,1
196,Ampharos,213,Umbreon,213,Umbreon,0
733,Scatterbug,129,Seaking,129,Seaking,0
254,Stantler,730,Fletchling,254,Stantler,1
585,Boldore,160,Dratini,160,Dratini,0
545,Giratina Altered Forme,314,Slaking,314,Slaking,0
515,Lickilicky,622,Scrafty,622,Scrafty,0
512,Mega Abomasnow,74,Machoke,74,Machoke,0
702,Virizion,711,Kyurem,702,Virizion,1
519,Magmortar,186,Lanturn,519,Magmortar,1
725,Froakie,331,Aron,725,Froakie,1
403,Huntail,67,Poliwhirl,67,Poliwhirl,0
610,Lilligant,230,Mega Scizor,610,Lilligant,1
408,Shelgon,197,Mega Ampharos,408,Shelgon,1
325,Skitty,57,Dugtrio,57,Dugtrio,0
252,Donphan,341,Plusle,252,Donphan,1
382,Feebas,326,Delcatty,382,Feebas,1
317,Shedinja,440,Prinplup,440,Prinplup,0
180,Ledyba,406,Luvdisc,406,Luvdisc,0
385,Kecleon,772,Hawlucha,772,Hawlucha,0
415,Regirock,79,Tentacool,79,Tentacool,0
690,Braviary,37,Nidoqueen,690,Braviary,1
432,Deoxys Speed Forme,250,Kingdra,432,Deoxys Speed Forme,1
95,Dewgong,27,Spearow,27,Spearow,0
355,Mega Camerupt,548,Phione,548,Phione,0
170,Cyndaquil,60,Psyduck,170,Cyndaquil,1
335,Meditite,532,Rotom,532,Rotom,0
659,Ferroseed,112,Exeggutor,112,Exeggutor,0
534,Wash Rotom,675,Cubchoo,534,Wash Rotom,1
636,Gothita,549,Manaphy,549,Manaphy,0
278,Combusken,205,Jumpluff,205,Jumpluff,0
615,Darumaka,797,Mega Diancie,797,Mega Diancie,0
671,Chandelure,252,Donphan,671,Chandelure,1
77,Weepinbell,495,Mega Garchomp,495,Mega Garchomp,0
214,Murkrow,295,Lombre,214,Murkrow,1
613,Krokorok,631,Garbodor,631,Garbodor,0
261,Miltank,617,Darmanitan Zen Mode,261,Miltank,1
232,Heracross,175,Feraligatr,232,Heracross,1
389,Duskull,522,Leafeon,522,Leafeon,0
124,Kangaskhan,290,Silcoon,124,Kangaskhan,1
448,Kricketune,371,Solrock,371,Solrock,0
24,Mega Pidgeot,548,Phione,24,Mega Pidgeot,1
566,Lillipup,275,Sceptile,275,Sceptile,0
253,Porygon2,185,Chinchou,185,Chinchou,0
40,Nidoking,429,Deoxys Normal Forme,429,Deoxys Normal Forme,0
49,Oddish,590,Excadrill,590,Excadrill,0
361,Vibrava,344,Illumise,344,Illumise,0
668,Beheeyem,99,Cloyster,99,Cloyster,0
779,Phantump,194,Mareep,779,Phantump,1
549,Manaphy,799,Hoopa Unbound,549,Manaphy,1
96,Grimer,40,Nidoking,40,Nidoking,0
525,Mamoswine,125,Mega Kangaskhan,125,Mega Kangaskhan,0
653,Amoonguss,311,Breloom,311,Breloom,0
689,Rufflet,253,Porygon2,253,Porygon2,0
785,Gourgeist Average Size,344,Illumise,344,Illumise,0
207,Sunkern,330,Mega Mawile,330,Mega Mawile,0
68,Poliwrath,535,Frost Rotom,535,Frost Rotom,0
213,Umbreon,240,Piloswine,213,Umbreon,1
585,Boldore,424,Groudon,424,Groudon,0
132,Mr. Mime,695,Deino,695,Deino,0
747,Meowstic Male,413,Metagross,747,Meowstic Male,1
476,Lopunny,168,Bayleef,476,Lopunny,1
10,Squirtle,321,Makuhita,10,Squirtle,1
644,Vanillite,86,Slowpoke,86,Slowpoke,0
496,Munchlax,486,Bronzong,486,Bronzong,0
226,Snubbull,723,Braixen,723,Braixen,0
360,Trapinch,578,Musharna,578,Musharna,0
604,Venipede,159,Moltres,159,Moltres,0
539,Mesprit,171,Quilava,171,Quilava,0
170,Cyndaquil,715,Keldeo Resolute Forme,715,Keldeo Resolute Forme,0
292,Cascoon,789,Bergmite,789,Bergmite,0
631,Garbodor,404,Gorebyss,631,Garbodor,1
320,Exploud,776,Sliggoo,320,Exploud,1
184,Crobat,564,Patrat,184,Crobat,1
656,Alomomola,759,Binacle,656,Alomomola,1
721,Chesnaught,5,Charmander,5,Charmander,0
664,Tynamo,450,Luxio,450,Luxio,0
670,Lampent,465,Pachirisu,465,Pachirisu,0
474,Drifblim,759,Binacle,474,Drifblim,1
599,Throh,202,Politoed,202,Politoed,0
790,Avalugg,692,Mandibuzz,692,Mandibuzz,0
647,Deerling,17,Weedle,647,Deerling,1
179,Noctowl,584,Roggenrola,584,Roggenrola,0
321,Makuhita,255,Smeargle,321,Makuhita,1
725,Froakie,339,Manectric,339,Manectric,0
797,Mega Diancie,110,Electrode,110,Electrode,0
670,Lampent,297,Seedot,670,Lampent,1
651,Escavalier,36,Nidorina,36,Nidorina,0
578,Musharna,492,Gible,492,Gible,0
740,Florges,2,Ivysaur,740,Florges,1
476,Lopunny,368,Zangoose,476,Lopunny,1
192,Natu,304,Ralts,192,Natu,1
797,Mega Diancie,60,Psyduck,797,Mega Diancie,1
565,Watchog,406,Luvdisc,406,Luvdisc,0
683,Druddigon,326,Delcatty,326,Delcatty,0
624,Yamask,335,Meditite,335,Meditite,0
497,Riolu,507,Finneon,507,Finneon,0
331,Aron,480,Glameow,331,Aron,1
696,Zweilous,278,Combusken,696,Zweilous,1
145,Eevee,638,Gothitelle,638,Gothitelle,0
79,Tentacool,296,Ludicolo,296,Ludicolo,0
726,Frogadier,576,Simipour,576,Simipour,0
642,Ducklett,139,Tauros,139,Tauros,0
69,Abra,682,Mienshao,682,Mienshao,0
277,Torchic,789,Bergmite,277,Torchic,1
222,Dunsparce,24,Mega Pidgeot,24,Mega Pidgeot,0
41,Clefairy,38,Nidoran♂,38,Nidoran♂,0
231,Shuckle,210,Wooper,210,Wooper,0
676,Beartic,406,Luvdisc,676,Beartic,1
374,Corphish,118,Koffing,118,Koffing,0
55,Venomoth,636,Gothita,55,Venomoth,1
509,Mantyke,196,Ampharos,196,Ampharos,0
520,Togekiss,67,Poliwhirl,67,Poliwhirl,0
82,Graveler,169,Meganium,169,Meganium,0
696,Zweilous,283,Swampert,283,Swampert,0
75,Machamp,550,Darkrai,75,Machamp,1
125,Mega Kangaskhan,28,Fearow,28,Fearow,0
403,Huntail,558,Tepig,403,Huntail,1
3,Venusaur,644,Vanillite,3,Venusaur,1
775,Goomy,489,Happiny,775,Goomy,1
238,Magcargo,588,Swoobat,588,Swoobat,0
255,Smeargle,1,Bulbasaur,255,Smeargle,1
616,Darmanitan Standard Mode,599,Throh,616,Darmanitan Standard Mode,1
788,Gourgeist Super Size,529,Probopass,788,Gourgeist Super Size,1
496,Munchlax,750,Doublade,750,Doublade,0
275,Sceptile,420,Latios,275,Sceptile,1
23,Pidgeot,544,Regigigas,23,Pidgeot,1
727,Greninja,178,Hoothoot,727,Greninja,1
413,Metagross,164,Mega Mewtwo X,164,Mega Mewtwo X,0
140,Magikarp,667,Elgyem,667,Elgyem,0
607,Cottonee,543,Heatran,543,Heatran,0
643,Swanna,744,Pangoro,643,Swanna,1
294,Lotad,332,Lairon,332,Lairon,0
486,Bronzong,167,Chikorita,167,Chikorita,0
25,Rattata,104,Onix,25,Rattata,1
327,Sableye,777,Goodra,777,Goodra,0
130,Staryu,768,Tyrantrum,130,Staryu,1
691,Vullaby,474,Drifblim,474,Drifblim,0
16,Butterfree,425,Primal Groudon,425,Primal Groudon,0
646,Vanilluxe,732,Talonflame,732,Talonflame,0
685,Golurk,753,Spritzee,753,Spritzee,0
796,Diancie,54,Venonat,796,Diancie,1
761,Skrelp,543,Heatran,543,Heatran,0
328,Mega Sableye,29,Ekans,29,Ekans,0
307,Mega Gardevoir,342,Minun,307,Mega Gardevoir,1
5,Charmander,666,Eelektross,5,Charmander,1
101,Haunter,276,Mega Sceptile,276,Mega Sceptile,0
104,Onix,345,Roselia,104,Onix,1
516,Rhyperior,9,Mega Charizard Y,516,Rhyperior,1
632,Zorua,617,Darmanitan Zen Mode,632,Zorua,1
539,Mesprit,7,Charizard,7,Charizard,0
59,Persian,334,Mega Aggron,334,Mega Aggron,0
303,Pelipper,507,Finneon,507,Finneon,0
773,Dedenne,758,Malamar,773,Dedenne,1
564,Patrat,570,Liepard,570,Liepard,0
536,Fan Rotom,244,Delibird,536,Fan Rotom,1
124,Kangaskhan,127,Seadra,124,Kangaskhan,1
62,Mankey,257,Hitmontop,257,Hitmontop,0
389,Duskull,194,Mareep,194,Mareep,0
565,Watchog,587,Woobat,565,Watchog,1
700,Cobalion,709,Landorus Incarnate Forme,700,Cobalion,1
739,Floette,109,Voltorb,109,Voltorb,0
114,Marowak,186,Lanturn,186,Lanturn,0
157,Articuno,226,Snubbull,157,Articuno,1
231,Shuckle,152,Kabuto,152,Kabuto,0
534,Wash Rotom,714,Keldeo Ordinary Forme,714,Keldeo Ordinary Forme,0
495,Mega Garchomp,580,Tranquill,580,Tranquill,0
681,Mienfoo,545,Giratina Altered Forme,545,Giratina Altered Forme,0
84,Ponyta,30,Arbok,84,Ponyta,1
613,Krokorok,698,Larvesta,613,Krokorok,1
430,DeoxysAttack Forme,14,Caterpie,430,DeoxysAttack Forme,1
320,Exploud,285,Poochyena,320,Exploud,1
48,Golbat,102,Gengar,102,Gengar,0
349,Sharpedo,644,Vanillite,349,Sharpedo,1
704,Tornadus Therian Forme,440,Prinplup,704,Tornadus Therian Forme,1
133,Scyther,23,Pidgeot,133,Scyther,1
212,Espeon,286,Mightyena,286,Mightyena,0
628,Archen,488,Mime Jr.,628,Archen,1
468,Cherubi,547,Cresselia,547,Cresselia,0
274,Grovyle,577,Munna,274,Grovyle,1
630,Trubbish,700,Cobalion,700,Cobalion,0
416,Regice,406,Luvdisc,406,Luvdisc,0
664,Tynamo,32,Raichu,32,Raichu,0
137,Pinsir,748,Meowstic Female,748,Meowstic Female,0
201,Sudowoodo,775,Goomy,775,Goomy,0
186,Lanturn,407,Bagon,186,Lanturn,1
559,Pignite,220,Pineco,559,Pignite,1
749,Honedge,79,Tentacool,79,Tentacool,0
55,Venomoth,438,Infernape,438,Infernape,0
357,Spoink,742,Gogoat,742,Gogoat,0
601,Sewaddle,32,Raichu,32,Raichu,0
300,Taillow,510,Snover,300,Taillow,1
637,Gothorita,628,Archen,628,Archen,0
568,Stoutland,467,Floatzel,467,Floatzel,0
17,Weedle,254,Stantler,254,Stantler,0
71,Alakazam,690,Braviary,71,Alakazam,1
99,Cloyster,334,Mega Aggron,99,Cloyster,1
552,Shaymin Sky Forme,797,Mega Diancie,552,Shaymin Sky Forme,1
